transaction_id,account_id,transaction_date,transaction_type,transaction_amount,payment_mode
TXN100429,ACC1014,2025-10-02,Received,726,Debit Card
TXN100444,ACC1014,2025-10-03,Received,849,Credit Card
TXN100436,ACC1014,2025-10-15,Deposit,963,Debit Card
TXN100435,ACC1014,2025-10-22,Transfer,546,Debit Card
TXN100433,ACC1014,2025-10-24,Withdrawal,1239,Credit Card
TXN100438,ACC1014,2025-10-28,Withdrawal,1193,Debit Card
TXN100430,ACC1014,2025-11-12,Payment,1136,Debit Card
TXN100447,ACC1015,2025-05-22,Deposit,627,UPI
TXN100457,ACC1015,2025-05-25,Payment,329,UPI
TXN100451,ACC1015,2025-05-26,Withdrawal,471,UPI
TXN100462,ACC1015,2025-05-28,Payment,1047,Credit Card
TXN100460,ACC1015,2025-06-10,Payment,1104,UPI
TXN100473,ACC1015,2025-06-11,Payment,1165,Debit Card
TXN100469,ACC1015,2025-06-21,Payment,1207,UPI
TXN100467,ACC1015,2025-06-30,Deposit,1581,Credit Card
TXN100458,ACC1015,2025-07-03,Withdrawal,184,UPI
TXN100455,ACC1015,2025-07-05,Payment,695,UPI
TXN100448,ACC1015,2025-07-07,Withdrawal,649,Debit Card
TXN100449,ACC1015,2025-07-18,Payment,450,UPI
TXN100465,ACC1015,2025-07-18,Withdrawal,728,UPI
TXN100456,ACC1015,2025-07-23,Deposit,1459,Debit Card
TXN100472,ACC1015,2025-07-26,Transfer,1087,Debit Card
TXN100471,ACC1015,2025-07-27,Received,724,UPI
TXN100453,ACC1015,2025-08-05,Deposit,1634,Debit Card
TXN100466,ACC1015,2025-08-08,Withdrawal,1113,Debit Card
TXN100477,ACC1015,2025-08-10,Payment,925,Debit Card
TXN100468,ACC1015,2025-08-17,Withdrawal,1394,Debit Card
TXN100452,ACC1015,2025-08-25,Payment,1092,Net Banking
TXN100454,ACC1015,2025-08-26,Payment,1414,Debit Card
TXN100478,ACC1015,2025-09-04,Payment,503,UPI
TXN100474,ACC1015,2025-09-09,Withdrawal,1196,Debit Card
TXN100476,ACC1015,2025-09-17,Withdrawal,105,UPI
TXN100450,ACC1015,2025-09-18,Payment,278,UPI
TXN100459,ACC1015,2025-09-25,Transfer,486,UPI
TXN100461,ACC1015,2025-10-06,Withdrawal,222,UPI
TXN100463,ACC1015,2025-10-17,Payment,248,Debit Card
TXN100464,ACC1015,2025-11-05,Withdrawal,457,Net Banking
TXN100470,ACC1015,2025-11-07,Payment,47275,Debit Card
TXN100475,ACC1015,2025-11-11,Deposit,1949,UPI
TXN100487,ACC1016,2025-05-22,Withdrawal,358,Debit Card
TXN100482,ACC1016,2025-05-31,Payment,639,Debit Card
TXN100481,ACC1016,2025-06-08,Withdrawal,944,UPI
TXN100495,ACC1016,2025-06-28,Withdrawal,483,Debit Card
TXN100480,ACC1016,2025-07-09,Withdrawal,145,UPI
TXN100497,ACC1016,2025-07-27,Received,1170,Credit Card
TXN100484,ACC1016,2025-08-02,Withdrawal,804,Credit Card
TXN100488,ACC1016,2025-08-02,Withdrawal,275,UPI
TXN100491,ACC1016,2025-08-03,Withdrawal,538,Credit Card
TXN100496,ACC1016,2025-08-13,Withdrawal,921,Credit Card
TXN100492,ACC1016,2025-08-30,Payment,406,Debit Card
TXN100490,ACC1016,2025-09-04,Payment,1311,Debit Card
TXN100479,ACC1016,2025-09-08,Withdrawal,216,Net Banking
TXN100485,ACC1016,2025-09-30,Transfer,496,UPI
TXN100483,ACC1016,2025-10-06,Withdrawal,1330,Debit Card
TXN100489,ACC1016,2025-10-26,Payment,375,UPI
TXN100493,ACC1016,2025-10-26,Received,1879,UPI
TXN100494,ACC1016,2025-10-31,Withdrawal,533,UPI
TXN100498,ACC1016,2025-11-07,Withdrawal,613,Debit Card
TXN100486,ACC1016,2025-11-09,Transfer,396,Debit Card
TXN100521,ACC1017,2025-05-18,Withdrawal,496,Credit Card
TXN100542,ACC1017,2025-05-24,Withdrawal,350,UPI
TXN100523,ACC1017,2025-05-26,Received,1215,Debit Card
TXN100534,ACC1017,2025-05-28,Withdrawal,633,UPI
TXN100538,ACC1017,2025-06-01,Payment,1195,Credit Card
TXN100509,ACC1017,2025-06-04,Deposit,1453,Debit Card
TXN100515,ACC1017,2025-06-09,Withdrawal,679,Debit Card
TXN100501,ACC1017,2025-06-13,Withdrawal,239,Credit Card
TXN100520,ACC1017,2025-06-14,Withdrawal,1285,UPI
TXN100535,ACC1017,2025-06-14,Payment,117,Net Banking
TXN100512,ACC1017,2025-06-16,Payment,1026,Debit Card
TXN100531,ACC1017,2025-06-17,Withdrawal,268,Credit Card
TXN100522,ACC1017,2025-06-27,Received,1721,UPI
TXN100511,ACC1017,2025-06-28,Transfer,619,Debit Card
TXN100503,ACC1017,2025-06-29,Transfer,1192,UPI
TXN100540,ACC1017,2025-07-05,Payment,1222,UPI
TXN100543,ACC1017,2025-07-05,Withdrawal,880,Net Banking
TXN100516,ACC1017,2025-07-09,Transfer,774,UPI
TXN100504,ACC1017,2025-07-16,Payment,199,Net Banking
TXN100519,ACC1017,2025-07-28,Withdrawal,911,Debit Card
TXN100507,ACC1017,2025-07-29,Deposit,1754,Debit Card
TXN100528,ACC1017,2025-07-29,Received,1272,Debit Card
TXN100518,ACC1017,2025-07-31,Payment,229,Debit Card
TXN100506,ACC1017,2025-08-05,Deposit,759,Credit Card
TXN100541,ACC1017,2025-08-12,Withdrawal,1045,Debit Card
TXN100524,ACC1017,2025-08-23,Withdrawal,696,UPI
TXN100502,ACC1017,2025-08-29,Withdrawal,1460,Credit Card
TXN100508,ACC1017,2025-08-29,Withdrawal,161,UPI
TXN100527,ACC1017,2025-09-07,Payment,924,Debit Card
TXN100533,ACC1017,2025-09-09,Withdrawal,205,Debit Card
TXN100510,ACC1017,2025-09-11,Transfer,1097,Debit Card
TXN100544,ACC1017,2025-09-12,Withdrawal,230,Debit Card
TXN100500,ACC1017,2025-09-15,Withdrawal,310,Net Banking
TXN100526,ACC1017,2025-09-17,Withdrawal,354,UPI
TXN100513,ACC1017,2025-09-23,Payment,213,UPI
TXN100505,ACC1017,2025-09-26,Payment,561,Debit Card
TXN100532,ACC1017,2025-09-27,Payment,466,Debit Card
TXN100539,ACC1017,2025-10-12,Withdrawal,169,Credit Card
TXN100514,ACC1017,2025-10-16,Withdrawal,1004,UPI
TXN100529,ACC1017,2025-10-17,Withdrawal,826,UPI
TXN100536,ACC1017,2025-10-28,Payment,1028,UPI
TXN100537,ACC1017,2025-10-28,Received,549,UPI
TXN100517,ACC1017,2025-11-03,Deposit,1308,UPI
TXN100530,ACC1017,2025-11-09,Payment,801,UPI
TXN100499,ACC1017,2025-11-10,Payment,970,Debit Card
TXN100525,ACC1017,2025-11-12,Deposit,777,UPI
TXN100586,ACC1018,2025-05-27,Payment,1117,UPI
TXN100575,ACC1018,2025-05-30,Transfer,1091,UPI
TXN100571,ACC1018,2025-05-31,Withdrawal,311,UPI
TXN100549,ACC1018,2025-06-08,Withdrawal,1043,UPI
TXN100565,ACC1018,2025-06-09,Payment,137,Debit Card
TXN100563,ACC1018,2025-06-11,Withdrawal,716,Net Banking
TXN100578,ACC1018,2025-06-13,Withdrawal,1350,Debit Card
TXN100562,ACC1018,2025-06-15,Deposit,719,Debit Card
TXN100579,ACC1018,2025-06-17,Withdrawal,532,Debit Card
TXN100568,ACC1018,2025-06-19,Withdrawal,470,Debit Card
TXN100548,ACC1018,2025-06-25,Payment,821,UPI
TXN100552,ACC1018,2025-07-20,Payment,854,Debit Card
TXN100554,ACC1018,2025-07-21,Deposit,1960,Debit Card
TXN100566,ACC1018,2025-07-21,Payment,553,Debit Card
TXN100551,ACC1018,2025-07-28,Withdrawal,398,UPI
TXN100576,ACC1018,2025-07-28,Payment,313,Debit Card
TXN100558,ACC1018,2025-07-30,Payment,605,Debit Card
TXN100553,ACC1018,2025-08-01,Received,1718,Debit Card
TXN100564,ACC1018,2025-08-08,Payment,43708,Credit Card
TXN100555,ACC1018,2025-08-10,Received,1305,UPI
TXN100584,ACC1018,2025-08-11,Withdrawal,941,Net Banking
TXN100572,ACC1018,2025-08-12,Withdrawal,650,UPI
TXN100577,ACC1018,2025-08-13,Withdrawal,615,UPI
TXN100560,ACC1018,2025-08-22,Transfer,1192,Debit Card
TXN100570,ACC1018,2025-08-27,Payment,567,Debit Card
TXN100556,ACC1018,2025-08-29,Withdrawal,382,UPI
TXN100573,ACC1018,2025-09-04,Deposit,1227,Debit Card
TXN100583,ACC1018,2025-09-12,Payment,830,Credit Card
TXN100585,ACC1018,2025-09-19,Withdrawal,1341,UPI
TXN100574,ACC1018,2025-09-20,Withdrawal,570,Debit Card
TXN100547,ACC1018,2025-09-21,Withdrawal,1064,Debit Card
TXN100546,ACC1018,2025-09-25,Transfer,1495,Net Banking
TXN100580,ACC1018,2025-10-04,Transfer,156,Debit Card
TXN100550,ACC1018,2025-10-05,Payment,1297,Credit Card
TXN100545,ACC1018,2025-10-09,Withdrawal,596,UPI
TXN100567,ACC1018,2025-10-09,Withdrawal,112,Debit Card
TXN100581,ACC1018,2025-10-13,Payment,1482,UPI
TXN100559,ACC1018,2025-10-20,Withdrawal,401,UPI
TXN100582,ACC1018,2025-10-23,Deposit,1596,Net Banking
TXN100561,ACC1018,2025-10-29,Withdrawal,772,Debit Card
TXN100557,ACC1018,2025-11-04,Payment,655,Debit Card
TXN100569,ACC1018,2025-11-06,Deposit,1728,UPI
TXN100622,ACC1019,2025-05-22,Withdrawal,1416,Debit Card
TXN100608,ACC1019,2025-05-24,Withdrawal,945,UPI
TXN100587,ACC1019,2025-06-01,Transfer,327,UPI
TXN100616,ACC1019,2025-06-08,Payment,1413,UPI
TXN100619,ACC1019,2025-06-08,Payment,1329,Debit Card
TXN100592,ACC1019,2025-06-13,Received,1838,UPI
TXN100610,ACC1019,2025-06-27,Withdrawal,948,UPI
TXN100606,ACC1019,2025-07-02,Payment,1294,Debit Card
TXN100588,ACC1019,2025-07-20,Payment,1406,UPI
TXN100604,ACC1019,2025-07-21,Payment,494,UPI
TXN100611,ACC1019,2025-07-21,Received,1217,Debit Card
TXN100614,ACC1019,2025-07-24,Received,1505,UPI
TXN100596,ACC1019,2025-07-26,Payment,607,UPI
TXN100621,ACC1019,2025-07-26,Payment,1428,UPI
TXN100605,ACC1019,2025-07-29,Deposit,1935,UPI
TXN100615,ACC1019,2025-08-11,Withdrawal,949,Debit Card
TXN100601,ACC1019,2025-08-13,Withdrawal,158,Debit Card
TXN100594,ACC1019,2025-08-14,Withdrawal,1232,UPI
TXN100618,ACC1019,2025-08-16,Payment,845,Net Banking
TXN100609,ACC1019,2025-08-20,Payment,760,Credit Card
TXN100597,ACC1019,2025-08-22,Payment,1025,UPI
TXN100598,ACC1019,2025-08-23,Received,932,Debit Card
TXN100589,ACC1019,2025-08-26,Payment,1033,UPI
TXN100623,ACC1019,2025-08-26,Withdrawal,1313,UPI
TXN100617,ACC1019,2025-08-30,Received,1836,UPI
TXN100624,ACC1019,2025-08-31,Payment,853,UPI
TXN100595,ACC1019,2025-09-02,Transfer,437,UPI
TXN100625,ACC1019,2025-09-03,Payment,23163,UPI
TXN100626,ACC1019,2025-09-16,Received,1763,Debit Card
TXN100600,ACC1019,2025-09-24,Payment,38942,Debit Card
TXN100620,ACC1019,2025-09-24,Received,808,UPI
TXN100602,ACC1019,2025-10-01,Payment,222,Debit Card
TXN100603,ACC1019,2025-10-04,Withdrawal,661,Credit Card
TXN100613,ACC1019,2025-10-04,Withdrawal,1279,UPI
TXN100607,ACC1019,2025-10-13,Withdrawal,917,UPI
TXN100612,ACC1019,2025-10-19,Payment,869,UPI
TXN100593,ACC1019,2025-10-26,Withdrawal,331,UPI
TXN100599,ACC1019,2025-11-02,Withdrawal,514,UPI
TXN100590,ACC1019,2025-11-06,Payment,1321,UPI
TXN100591,ACC1019,2025-11-13,Received,1005,UPI
TXN100647,ACC1020,2025-05-25,Payment,504,Debit Card
TXN100637,ACC1020,2025-06-17,Payment,254,Credit Card
TXN100646,ACC1020,2025-06-17,Withdrawal,1132,Net Banking
TXN100644,ACC1020,2025-06-24,Payment,520,UPI
TXN100628,ACC1020,2025-06-25,Payment,620,UPI
TXN100648,ACC1020,2025-06-30,Payment,164,Credit Card
TXN100643,ACC1020,2025-07-03,Deposit,1174,UPI
TXN100633,ACC1020,2025-07-08,Transfer,815,Debit Card
TXN100640,ACC1020,2025-07-08,Transfer,536,Debit Card
TXN100630,ACC1020,2025-07-22,Withdrawal,1197,Debit Card
TXN100632,ACC1020,2025-08-28,Payment,1145,Credit Card
TXN100627,ACC1020,2025-09-02,Withdrawal,1018,UPI
TXN100645,ACC1020,2025-09-02,Payment,372,Debit Card
TXN100629,ACC1020,2025-09-11,Payment,892,UPI
TXN100639,ACC1020,2025-09-12,Deposit,636,Debit Card
TXN100634,ACC1020,2025-09-15,Withdrawal,1344,UPI
TXN100638,ACC1020,2025-09-18,Withdrawal,884,Debit Card
TXN100636,ACC1020,2025-09-19,Payment,722,Debit Card
TXN100642,ACC1020,2025-10-01,Withdrawal,1401,Debit Card
TXN100631,ACC1020,2025-10-23,Payment,312,Debit Card
TXN100635,ACC1020,2025-11-14,Transfer,1472,Debit Card
TXN100641,ACC1020,2025-11-14,Received,1263,Debit Card
TXN100650,ACC1021,2025-05-26,Deposit,676,UPI
TXN100669,ACC1021,2025-06-04,Received,1637,Net Banking
TXN100652,ACC1021,2025-06-14,Withdrawal,999,Debit Card
TXN100666,ACC1021,2025-06-17,Withdrawal,702,Debit Card
TXN100651,ACC1021,2025-07-10,Withdrawal,152,UPI
TXN100664,ACC1021,2025-07-16,Payment,521,Debit Card
TXN100665,ACC1021,2025-08-09,Withdrawal,1109,UPI
TXN100676,ACC1021,2025-08-09,Payment,195,Debit Card
TXN100671,ACC1021,2025-08-13,Withdrawal,711,UPI
TXN100661,ACC1021,2025-08-14,Transfer,1393,Debit Card
TXN100657,ACC1021,2025-08-21,Withdrawal,556,Net Banking
TXN100660,ACC1021,2025-08-24,Payment,1399,UPI
TXN100655,ACC1021,2025-08-26,Transfer,1216,Debit Card
TXN100656,ACC1021,2025-08-29,Deposit,1066,Credit Card
TXN100663,ACC1021,2025-09-07,Payment,767,UPI
TXN100662,ACC1021,2025-09-14,Payment,720,Debit Card
TXN100674,ACC1021,2025-09-14,Payment,1074,Debit Card
TXN100668,ACC1021,2025-09-17,Withdrawal,1485,Debit Card
TXN100667,ACC1021,2025-09-18,Transfer,1361,Debit Card
TXN100654,ACC1021,2025-09-27,Received,1603,UPI
TXN100649,ACC1021,2025-10-01,Transfer,294,Credit Card
TXN100673,ACC1021,2025-10-02,Withdrawal,787,Debit Card
TXN100672,ACC1021,2025-10-07,Withdrawal,602,UPI
TXN100659,ACC1021,2025-10-17,Payment,1216,Debit Card
TXN100653,ACC1021,2025-10-21,Withdrawal,1303,Debit Card
TXN100670,ACC1021,2025-10-28,Payment,475,Credit Card
TXN100658,ACC1021,2025-11-03,Payment,1415,UPI
TXN100675,ACC1021,2025-11-13,Withdrawal,325,UPI
TXN100690,ACC1022,2025-05-21,Withdrawal,402,UPI
TXN100700,ACC1022,2025-05-31,Payment,128,Debit Card
TXN100679,ACC1022,2025-06-04,Deposit,1902,UPI
TXN100694,ACC1022,2025-06-09,Received,810,UPI
TXN100703,ACC1022,2025-06-10,Transfer,672,UPI
TXN100702,ACC1022,2025-06-25,Withdrawal,1200,Net Banking
TXN100682,ACC1022,2025-07-16,Transfer,212,Credit Card
TXN100699,ACC1022,2025-07-29,Payment,1482,Debit Card
TXN100689,ACC1022,2025-08-05,Withdrawal,422,UPI
TXN100677,ACC1022,2025-08-15,Received,1343,Debit Card
TXN100688,ACC1022,2025-08-27,Payment,1095,Debit Card
TXN100704,ACC1022,2025-08-30,Withdrawal,425,Debit Card
TXN100684,ACC1022,2025-08-31,Payment,1236,Debit Card
TXN100705,ACC1022,2025-09-05,Payment,423,Debit Card
TXN100680,ACC1022,2025-09-10,Payment,789,Credit Card
TXN100695,ACC1022,2025-09-14,Payment,704,Debit Card
TXN100687,ACC1022,2025-09-15,Payment,366,Debit Card
TXN100701,ACC1022,2025-09-16,Transfer,1039,Debit Card
TXN100698,ACC1022,2025-09-20,Deposit,1488,Debit Card
TXN100683,ACC1022,2025-09-23,Payment,1241,UPI
TXN100692,ACC1022,2025-09-30,Withdrawal,495,Debit Card
TXN100697,ACC1022,2025-10-02,Payment,443,UPI
TXN100696,ACC1022,2025-10-03,Deposit,534,Debit Card
TXN100685,ACC1022,2025-10-08,Transfer,951,Debit Card
TXN100693,ACC1022,2025-10-26,Withdrawal,148,Credit Card
TXN100681,ACC1022,2025-11-03,Deposit,1577,Debit Card
TXN100691,ACC1022,2025-11-07,Withdrawal,791,Debit Card
TXN100686,ACC1022,2025-11-08,Withdrawal,414,Debit Card
TXN100678,ACC1022,2025-11-13,Payment,890,UPI
TXN100736,ACC1023,2025-05-16,Payment,1188,Debit Card
TXN100734,ACC1023,2025-05-17,Withdrawal,699,UPI
TXN100751,ACC1023,2025-05-22,Deposit,1137,Credit Card
TXN100730,ACC1023,2025-05-25,Transfer,1376,Credit Card
TXN100739,ACC1023,2025-06-08,Withdrawal,964,Debit Card
TXN100708,ACC1023,2025-06-15,Payment,439,UPI
TXN100728,ACC1023,2025-06-20,Payment,650,UPI
TXN100743,ACC1023,2025-06-26,Payment,39990,UPI
TXN100713,ACC1023,2025-06-30,Received,648,Debit Card
TXN100725,ACC1023,2025-07-05,Payment,1248,UPI
TXN100724,ACC1023,2025-07-19,Withdrawal,233,UPI
TXN100731,ACC1023,2025-07-21,Payment,910,UPI
TXN100715,ACC1023,2025-08-02,Payment,374,Debit Card
TXN100741,ACC1023,2025-08-03,Payment,763,UPI
TXN100748,ACC1023,2025-08-07,Received,1084,Debit Card
TXN100740,ACC1023,2025-08-18,Withdrawal,123,Debit Card
TXN100722,ACC1023,2025-08-23,Withdrawal,991,Net Banking
TXN100726,ACC1023,2025-08-29,Payment,1065,Debit Card
TXN100746,ACC1023,2025-08-29,Payment,155,UPI
TXN100718,ACC1023,2025-09-07,Withdrawal,850,Debit Card
TXN100711,ACC1023,2025-09-10,Payment,1129,UPI
TXN100717,ACC1023,2025-09-13,Withdrawal,510,Credit Card
TXN100721,ACC1023,2025-09-13,Transfer,547,Credit Card
TXN100753,ACC1023,2025-09-17,Payment,313,Net Banking
TXN100747,ACC1023,2025-09-29,Payment,28522,Credit Card
TXN100749,ACC1023,2025-09-29,Payment,267,UPI
TXN100707,ACC1023,2025-10-01,Payment,629,UPI
TXN100716,ACC1023,2025-10-03,Payment,657,UPI
TXN100744,ACC1023,2025-10-04,Payment,1261,Credit Card
TXN100733,ACC1023,2025-10-05,Received,570,Debit Card
TXN100738,ACC1023,2025-10-10,Withdrawal,889,UPI
TXN100737,ACC1023,2025-10-11,Withdrawal,570,Debit Card
TXN100706,ACC1023,2025-10-15,Withdrawal,554,Debit Card
TXN100710,ACC1023,2025-10-15,Withdrawal,697,Credit Card
TXN100723,ACC1023,2025-10-17,Withdrawal,122,Debit Card
TXN100719,ACC1023,2025-10-18,Payment,802,Debit Card
TXN100714,ACC1023,2025-10-19,Transfer,1463,UPI
TXN100712,ACC1023,2025-10-23,Withdrawal,567,UPI
TXN100709,ACC1023,2025-10-26,Deposit,1104,Net Banking
TXN100752,ACC1023,2025-10-27,Payment,470,UPI
TXN100727,ACC1023,2025-10-28,Transfer,815,Debit Card
TXN100732,ACC1023,2025-10-28,Payment,727,Debit Card
TXN100735,ACC1023,2025-10-28,Withdrawal,938,UPI
TXN100750,ACC1023,2025-10-29,Payment,815,Credit Card
TXN100745,ACC1023,2025-11-01,Withdrawal,899,Debit Card
TXN100720,ACC1023,2025-11-08,Transfer,907,Debit Card
TXN100742,ACC1023,2025-11-10,Received,1086,UPI
TXN100729,ACC1023,2025-11-15,Payment,1269,UPI
TXN100760,ACC1024,2025-05-24,Withdrawal,1285,UPI
TXN100800,ACC1024,2025-05-24,Received,998,Credit Card
TXN100798,ACC1024,2025-06-03,Withdrawal,1404,Debit Card
TXN100796,ACC1024,2025-06-04,Transfer,1397,UPI
TXN100801,ACC1024,2025-06-04,Withdrawal,1262,UPI
TXN100788,ACC1024,2025-06-07,Deposit,1180,Debit Card
TXN100771,ACC1024,2025-06-12,Payment,1008,UPI
TXN100776,ACC1024,2025-06-18,Received,764,Net Banking
TXN100756,ACC1024,2025-06-19,Withdrawal,639,Debit Card
TXN100794,ACC1024,2025-06-22,Deposit,769,UPI
TXN100774,ACC1024,2025-07-02,Deposit,1543,Credit Card
TXN100764,ACC1024,2025-07-05,Payment,545,UPI
TXN100759,ACC1024,2025-07-10,Payment,652,UPI
TXN100773,ACC1024,2025-07-13,Withdrawal,1016,UPI
TXN100766,ACC1024,2025-07-19,Withdrawal,376,Debit Card
TXN100758,ACC1024,2025-07-23,Transfer,540,UPI
TXN100761,ACC1024,2025-07-24,Withdrawal,799,UPI
TXN100784,ACC1024,2025-07-24,Withdrawal,544,UPI
TXN100778,ACC1024,2025-07-26,Withdrawal,100,Net Banking
TXN100789,ACC1024,2025-07-27,Withdrawal,243,Net Banking
TXN100795,ACC1024,2025-07-29,Received,949,Credit Card
TXN100769,ACC1024,2025-07-31,Withdrawal,1188,UPI
TXN100772,ACC1024,2025-08-04,Payment,222,Debit Card
TXN100799,ACC1024,2025-08-09,Payment,102,UPI
TXN100767,ACC1024,2025-08-10,Withdrawal,1261,Net Banking
TXN100787,ACC1024,2025-08-12,Payment,765,Net Banking
TXN100762,ACC1024,2025-08-16,Transfer,1185,Debit Card
TXN100777,ACC1024,2025-08-17,Transfer,1253,UPI
TXN100768,ACC1024,2025-08-21,Received,1044,Credit Card
TXN100782,ACC1024,2025-08-21,Withdrawal,941,UPI
TXN100793,ACC1024,2025-08-22,Payment,429,Debit Card
TXN100775,ACC1024,2025-08-23,Withdrawal,1255,Net Banking
TXN100797,ACC1024,2025-08-27,Payment,1433,UPI
TXN100765,ACC1024,2025-08-29,Payment,738,UPI
TXN100770,ACC1024,2025-09-01,Payment,639,UPI
TXN100791,ACC1024,2025-09-04,Received,796,UPI
TXN100792,ACC1024,2025-09-14,Withdrawal,779,UPI
TXN100757,ACC1024,2025-09-29,Payment,932,UPI
TXN100785,ACC1024,2025-10-07,Withdrawal,1482,Debit Card
TXN100780,ACC1024,2025-10-09,Transfer,1237,UPI
TXN100781,ACC1024,2025-10-10,Payment,728,Net Banking
TXN100754,ACC1024,2025-10-14,Payment,799,UPI
TXN100763,ACC1024,2025-10-16,Payment,856,UPI
TXN100786,ACC1024,2025-10-20,Payment,576,Net Banking
TXN100783,ACC1024,2025-10-21,Transfer,1238,Credit Card
TXN100790,ACC1024,2025-10-22,Payment,1072,UPI
TXN100779,ACC1024,2025-11-03,Deposit,552,Net Banking
TXN100755,ACC1024,2025-11-07,Payment,864,UPI
TXN100802,ACC1024,2025-11-11,Withdrawal,814,UPI
TXN100812,ACC1025,2025-05-18,Payment,1347,Credit Card
TXN100828,ACC1025,2025-05-24,Payment,862,Net Banking
TXN100838,ACC1025,2025-05-29,Payment,243,Debit Card
TXN100840,ACC1025,2025-05-29,Withdrawal,563,Debit Card
TXN100816,ACC1025,2025-05-30,Received,1329,UPI
TXN100837,ACC1025,2025-06-07,Withdrawal,246,UPI
TXN100841,ACC1025,2025-06-11,Payment,171,Net Banking
TXN100814,ACC1025,2025-06-17,Payment,1102,Net Banking
TXN100819,ACC1025,2025-06-17,Withdrawal,1143,Net Banking
TXN100829,ACC1025,2025-06-22,Deposit,1575,Debit Card
TXN100847,ACC1025,2025-06-25,Payment,825,Net Banking
TXN100811,ACC1025,2025-07-01,Withdrawal,1057,UPI
TXN100824,ACC1025,2025-07-11,Payment,722,UPI
TXN100825,ACC1025,2025-07-11,Received,582,UPI
TXN100813,ACC1025,2025-07-13,Received,1857,Debit Card
TXN100833,ACC1025,2025-07-17,Payment,501,Debit Card
TXN100843,ACC1025,2025-07-19,Withdrawal,192,UPI
TXN100808,ACC1025,2025-07-20,Withdrawal,344,Credit Card
TXN100842,ACC1025,2025-07-22,Payment,1451,Net Banking
TXN100836,ACC1025,2025-07-26,Payment,1332,Debit Card
TXN100805,ACC1025,2025-07-30,Payment,480,UPI
TXN100806,ACC1025,2025-07-31,Payment,509,Debit Card
TXN100804,ACC1025,2025-08-07,Withdrawal,535,Debit Card
TXN100820,ACC1025,2025-08-10,Received,1324,Debit Card
TXN100818,ACC1025,2025-08-11,Payment,1084,UPI
TXN100815,ACC1025,2025-08-15,Transfer,949,UPI
TXN100848,ACC1025,2025-08-18,Payment,1151,UPI
TXN100826,ACC1025,2025-08-24,Withdrawal,210,UPI
TXN100823,ACC1025,2025-08-28,Withdrawal,1415,Credit Card
TXN100831,ACC1025,2025-09-02,Withdrawal,1423,Debit Card
TXN100807,ACC1025,2025-09-05,Withdrawal,187,Credit Card
TXN100844,ACC1025,2025-09-05,Transfer,836,Debit Card
TXN100835,ACC1025,2025-09-08,Deposit,1878,Debit Card
TXN100809,ACC1025,2025-09-17,Withdrawal,241,UPI
TXN100834,ACC1025,2025-09-18,Payment,1134,Net Banking
TXN100830,ACC1025,2025-09-29,Withdrawal,1174,Debit Card
TXN100839,ACC1025,2025-10-06,Withdrawal,1468,UPI
TXN100810,ACC1025,2025-10-07,Deposit,1044,Debit Card
TXN100832,ACC1025,2025-10-10,Deposit,1879,Debit Card
TXN100822,ACC1025,2025-10-12,Received,1204,Debit Card
TXN100846,ACC1025,2025-10-14,Payment,1317,Debit Card
TXN100845,ACC1025,2025-10-22,Deposit,1715,Credit Card
TXN100827,ACC1025,2025-10-29,Payment,428,Debit Card
TXN100803,ACC1025,2025-11-03,Payment,969,Debit Card
TXN100817,ACC1025,2025-11-03,Payment,1353,Credit Card
TXN100821,ACC1025,2025-11-07,Deposit,771,Debit Card
TXN100864,ACC1026,2025-05-30,Payment,758,Debit Card
TXN100868,ACC1026,2025-06-03,Received,1574,Debit Card
TXN100851,ACC1026,2025-06-04,Transfer,1177,UPI
TXN100869,ACC1026,2025-06-10,Withdrawal,1403,Net Banking
TXN100858,ACC1026,2025-06-14,Transfer,937,UPI
TXN100860,ACC1026,2025-06-19,Payment,1392,UPI
TXN100852,ACC1026,2025-06-23,Payment,204,Debit Card
TXN100853,ACC1026,2025-06-27,Withdrawal,1190,UPI
TXN100850,ACC1026,2025-07-07,Received,1627,Net Banking
TXN100867,ACC1026,2025-08-11,Deposit,1359,Net Banking
TXN100872,ACC1026,2025-08-12,Payment,422,Debit Card
TXN100871,ACC1026,2025-08-16,Withdrawal,222,Credit Card
TXN100862,ACC1026,2025-08-20,Payment,873,UPI
TXN100865,ACC1026,2025-08-21,Withdrawal,567,UPI
TXN100857,ACC1026,2025-08-30,Withdrawal,1109,Debit Card
TXN100859,ACC1026,2025-09-01,Payment,1357,Debit Card
